numero,empresa,cnpj,forma_do_registro,modalidade,objeto,gestor,fiscal_tecnico,fiscal_administrativo,ato_de_nomeacao,valor,data_inicio,data_termino,vigencia_na_colheita,empresa_sancionada,recebeu_ordem_bancaria,as_of
020-24,PRINCIPAL CONSTRUCOES LTDA,26968438000151,cnpj,Pregão,"Prestação de serviços contínuos de manutenção preventiva, corretiva e emergencial dos motores do Grupo Moto-Gerador",José Gomes da Silva Neto,Eduardo Mioranza Vivan / José Álvaro Vieira Pinto / Bairon Emiliano Pereira da Silva,,"PSG nº 128, de 28/05/2024, DCL nº 115 de 03/06/2024","93.383,01",2026-05-17,2027-05-16,vigente,não,sim,2026-06-26T15:56:41
019-22,TRANSMONICI TRANSPORTE E TURISMO LTDA.- ME,09169349000126,cnpj,Pregão,"Serviço de transporte de alunos e professores da rede pública e paticular de ensino para a CLDF, para participação em projetos especiais desenvolvidos pela ELEGIS.",Marília Magalhães Teixeira,Bárbara Valle Carvalho Mafra de Sá,,"PSG nº 206, 15/08/2023, DCL nº 178, de 18/08/2023.","749.737,50",2026-05-18,2027-05-17,vigente,não,sim,2026-06-26T15:56:41
017-25,LAB OF CODES SOLUCOES DIGITAIS LTDA,39951337000110,cnpj,Dispensa,"Contratação de empresa para prestação de serviço especializado em Tecnologia da Informação, com objetivo de mensurar o tamanho funcional dos produtos de software por meio de técnicas de medição indicativa, estimativa e detalhada com aplicação da Análise de Pontos de Função.",Airton Bordin Junior / Ranieri José Dantas Severiano,Ana Clelia Milhomem Ramos / Ronie Paulucio Porfirio,Isabella Pinheiro Tavares / Hugo de Paula Santos,"PSG nº 184, de 19/06/2026. DCL nº 128, de 23/06/2026.","26.000,00",2026-05-19,2027-05-18,vigente,não,sim,2026-06-26T15:56:41
011-23,FORTE GRAFICA E EDITORA LTDA,03157626000102,cnpj,Pregão,"Fornecimento, sob demanda, de mochilas personalizadas tipo saco e cadernos personalizados, para distribuição do Kit-cidadão aos participantes do programa Conhecendo o Parlamento , realizado pela ELEGIS, da CLDF",,Bárbara Valle Carvalho Mafra de Sá/ Marília Magalhães Teixeira,,"PSG nº 208, de 15/08/23, DCL nº 177de 17/08/23","183.488,28",2026-05-20,2027-05-19,vigente,não,sim,2026-06-26T15:56:41
018-22,TAYTA SOLUTIONS LTDA,21024602000159,cnpj,Pregão,"Execução de serviços técnicos especializados em business intelligence (BI), em regime de fábrica de software dimensionado em pontos de função.",César Augusto Ribeiro da Fonseca / Marcela Gomes Correa,Rayrone Zirtany Nunes Marques / Marcela Gomes Correa,Thais Monteiro Predebon / Jan Riella,"PSG n° 248, de 17/09/2025, DCL n° 201 de 18/09/2025.","801.152,00",2026-05-24,2027-05-23,vigente,não,sim,2026-06-26T15:56:41
058-25,QUANTICA EMPRESA DE CONSULTORIA E SERVICOS LTDA,32908188000167,cnpj,Pregão,"Consultoria especializada para realizar o mapeamento e a institucionalização das competências organizacionais, gerenciais e individuais da CLDF, implementar metodologia e instrumentos para o dimensionamento da força de trabalho, bem como construir o Quadro de Talentos da instituição.",Gabriela Pace Carreira Bittencourt / Daisy Diniz Lopes Rocha,Fernanda Tiberti Santos Costa/ Karen Christine Vilar de Azevedo Regal Lira,,"PSG nº 36, de 10/02/2026, DCL nº 30, 12/02/2026.","427.000,00",2025-11-24,2027-05-23,vigente,não,sim,2026-06-26T15:56:41
ACT 024-26,CEBRASPE - CENTRO BRASILEIRO DE PESQUISA EM AVALIAÇÃO E SELEÇÃO E DE PROMOÇÃO DE EVENTOS,18284407000153,cnpj,Acordo de Cooperação,"Apoio técnico-metodológico do Cebraspe à correção das redações do Concurso O lugar onde vivo e o futuro que quero , promovido pela Comissão de Assuntos Sociais (CAS) da CLDF",,,,,"0,00",2026-05-25,2027-05-25,vigente,não,não,2026-06-26T15:56:41
037-26,MENDES COMERCIO E SERVICOS LTDA,09618981000100,cnpj,Dispensa,"Contratação, por?DISPENSA DE LICITAÇÃO, de empresa especializada para o fornecimento contínuo, sob demanda, de até 10.000 canetas plásticas personalizadas destinadas às ações educacionais, formativas e institucionais promovidas pela ELEGIS",,Gerson André da Silva e Silva / Frederico Coelho Krause,,"PSG nº 153, de 03/06/2026, DCL nº 112, 08/06/2026.","15.700,00",2026-06-01,2027-06-01,vigente,não,sim,2026-06-26T15:56:41
022-24,"RTC SERVICOS DE MANUTENCAO, CONSERVACAO E LIMPEZA PREDIAL LTDA",44428382000124,cnpj,Pregão,"Execução de serviços continuados de limpeza dos vidros das fachadas, revestimentos metálicos e revestimento tipo Fulget, sob demanda (sem dedicação exclusiva de mão de obra), com periodicidade prevista de uma vez ao ano, a serem executados no edifício sede e no plenário da Câmara Legislativa do Distrito Federal - CLDF.",,Osmar Rodrigues Da Silva / Wesley Soares De Lima,,"PSG nº 143, de 13/06/2024, DCL nº 129 de 17/06/2024","39.955,32",2026-06-05,2027-06-04,vigente,não,sim,2026-06-26T15:56:41
022-22,CLIMATICA ENGENHARIA EIRELI,02604476000167,cnpj,Pregão,"Prestação de serviços de assistência técnica necessária à operação, manutenção preventiva e corretiva dos sistemas de condicionamento de ar central com água gelada, dos condicionadores de ar tipo split, dos condicionadores de ar tipo vrf, condicionadores de ar de precisão (self contained), dos sistemas de ventilação e exaustão, bem como o tratamento químico das águas de condensação e refrigeração do edifício sede da CLDF.",Jose Gomes da Silva Neto / Osmar Rodrigues da Silva,Bairon Emiliano Pereira da Silva / Eduardo Mioranza Vivan,Ivaldo Vieira de Pádua,"PSG nº 119, de 14/05/2024, DCL nº 104 de 16/05/2024","1.636.672,66",2026-06-07,2027-06-06,vigente,não,sim,2026-06-26T15:56:41
021-25,CAMOA SERVICOS TELECOM LTDA,28097989000112,cnpj,Pregão,"Contratação de empresa prestadora de serviço de comunicação de dados para codificação e decodificação em protocolo SRT, mediante locação de equipamento e entrega de sinal audiovisual codificado via link dedicado e redundante de, no mínimo, 50mbps, a ser fornecido pela contratada, da TV Câmara Distrital para a sede técnica da operadora Sky Serviços de Banda Larga LTDA, permitindo a retransmissão aos assinantes, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I deste Edital. O link dedicado deverá fornecer índice de disponibilidade mínima mensal de 99,741% (IDM > 99,741%), conforme Anexo II do Termo de Referência.",Flávio Souza Dos Santos / Luis Felipe Silva,Ricardo Abrantes Vieira Lopes / Alexandre Silva Brandão,,"PSG nº 162, de 10/06/2025. DCL nº 121, de 13/06/2025.","76.672,56",2026-06-09,2027-06-08,vigente,sim,sim,2026-06-26T15:56:41
ARP 006-26,"ARVVO TECNOLOGIA, CONSULTORIA E SERVICOS LTDA",25359140000181,cnpj,Pregão,"Aquisição, por meio do sistema de registro de preços, de itens relacionados a renovação e evolução do ecossistema de backup institucional e armazenamento em nuvem",,Pedro Cunha Rêgo Célestin / Paulo Jorge Lino Silva Junior,,"PSG nº 175, de 18/06/2026. DCL nº 127, de 22/06/2026.","13.519.000,00",2026-06-10,2027-06-10,vigente,não,não,2026-06-26T15:56:41
ARP 006-26,NOXTEC SERVICOS LTDA,21388231000194,cnpj,Pregão,"Aquisição, por meio do sistema de registro de preços, de itens relacionados a renovação e evolução do ecossistema de backup institucional e armazenamento em nuvem",,Pedro Cunha Rêgo Célestin / Paulo Jorge Lino Silva Junior,,"PSG nº 175, de 18/06/2026. DCL nº 127, de 22/06/2026.","2.043.224,40",2026-06-10,2027-06-10,vigente,não,não,2026-06-26T15:56:41
020-25,ILHA SERVICE TECNOLOGIA E SERVICOS LTDA,85240869000166,cnpj,Pregão,"Contratação de serviços especializados de Operação, Suporte e Sustentação à Infraestrutura de Tecnologia da Informação da Câmara Legislativa do Distrito Federal (CLDF), em regime 24×7, e de Central de Serviços organizada no modelo de Service Desk (N1, N2 e N3), com serviços de atendimento aos usuários de recursos de TI, no âmbito da CLDF, remoto e presencial, com utilização das práticas da Information Technology Infraestructure Library (ITIL) e com foco na evolução e melhoria contínua do ambiente de TI, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Walério Oliveira Camporês / Thaís Predebon Cardoso,Eliandra Isys Sandes Belle / Hugo Leite Florenço Maia / Fábio Virgílio de Souza Neves / Aimbere Giannaccini / Ronaldo Marciano da Silva / Ronald Tetsuo Miura / Paulo Jorge Lino Silva Junior / Paulo Andre Valadão de Brito,Jan Riella / Ludimilla Costa Silva Alves,"PSG nº 110, de 22/04/2026, DCL nº 75, de 23/04/2026","3.359.998,27",2025-06-12,2027-06-11,vigente,não,sim,2026-06-26T15:56:41
022-25,INSTITUTO ANTONIO HOUAISS DE LEXICOGRAFIA E BANCO DE DADOSDA LINGUA PORTUGUESA,02085842000119,cnpj,Inexigibilidade,"Contratação de empresa para Assinatura anual da plataforma Houaiss.On contendo o Dicionário Houaiss eletrônico e corretores, com acesso pela internet por login e senha",,Miguel Ângelo Bueno Portela / Franciane Santana Grimaldi de Oliveira,,"PSG nº 180, de 24/06/2025, DCL nº 128, de 26/06/2025","8.017,00",2026-06-12,2027-06-11,vigente,não,sim,2026-06-26T15:56:41
023-25,AGIL EMPRESA DE VIGILANCIA LTDA,72619976000158,cnpj,Pregão,"Serviços de vigilância patrimonial armada e desarmada, de natureza continuada e sob demanda, conforme especificações e quantidades estabelecidas neste instrumento, a serem executados em regime de dedicação exclusiva de mão de obra.",Iverson Thiago de Sousa Oliveira / Hudson de Araújo Lopes,José Gonçalo da Silva Neto / Irivaldo Negreiro de Souza,Eduardo Rodrigues Clemente / Diomar Gonçalves Sirqueira,"PSG n. 174 de 18/06/2025, DCL nº 126 de 24/06/2025.","5.617.389,96",2026-06-12,2027-06-11,vigente,não,sim,2026-06-26T15:56:41
025-25,IOB INFORMACOES OBJETIVAS PUBLICACOES JURIDICAS LTDA,43217850000159,cnpj,Inexigibilidade,"Contratação de empresa para assinatura anual dos produtos IOB, que contempla as plataformas IOB Online e SinteseNet Jurídico e os periódicos Revista Síntese de Direito Administrativo e Revista Jurídica, ambas impressas e online, com conteúdos informacionais tributários e jurídicos, desenvolvidos e comercializados exclusivamente pela IOB Informações Objetivas Publicações Jurídicas Ltda.",,Cleide Cristina Soares / Franciane Santana Grimaldi de Oliveira,,"PSG nº 191, de 02/07/2025, DCL nº 137, de 04/07/2025.","9.391,73",2026-06-12,2027-06-11,vigente,não,sim,2026-06-26T15:56:41
041-26,MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,12187221000108,cnpj,Pregão,"Contratação de empresa especializada para a prestação de serviços terceirizados, com dedicação exclusiva de mão de obra, relativos à brigada de incêndio,",Iverson Thiago de Sousa Oliveira / Hudson de Araújo Lopes,José Gonçalo da Silva Neto / Irivaldo Negreiro de Souza,Eduardo Rodrigues Clemente / Rafaela Duarte Vallim,"PSG nº 168, de 11/06/2026. DCL nº 120, de 15/06/2026.","3.644.568,24",2026-06-11,2027-06-11,vigente,não,sim,2026-06-26T15:56:41
026-24,NEW SOLUTIONS COMERCIO E SERVICOS LTDA,01832691000152,cnpj,Pregão,"Manutenção preventiva mensal e corretiva por demanda dos equipamentos instalados na Câmara Legislativa do Distrito Federal (CLDF), pertencentes ao patrimônio da Divisão de TV e Rádio Legislativa (DTVR), e para prestação de serviços especializados de monitoração, com fornecimento de peças de reposição novas e originais, incluindo suporte técnico em equipamentos eletrônicos, de TI e de TV Broadcast.",Flavio Souza Dos Santos / Diogo Carneiro Ferreira,Ricardo Abrantes Vieira Lopes / Cleidson de Oliveira Correia,,"PSG nº 365, de 11/12/2025, DCL nº 278, de 15/12/2025.","138.691,92",2026-06-13,2027-06-12,vigente,não,sim,2026-06-26T15:56:41
027-24,CONTEXA INOVACAO EM TECNOLOGIA LTDA,31379786000123,cnpj,Pregão,"Prestação de serviços de manutenção corretiva e preventiva, com fornecimento de peças e consumíveis, exceto papel, toner, grampos e cilindros (unidade de imagem) de uma impressora digital marca Xerox, modelo Versant 280 Press, incluindo suporte técnico de informática à estação de rasterização de imagem (RIP) e controladora de impressão FIRE e à interface da impressora, e suporte técnico operacional aos operadores da impressora, de acordo com a configuração do equipamento.",,Luis Antonio Fidyk / Lázaro José Soares Tolentino,,"PSG nº 147, de 21/06/2024, DCL nº 137, de 25/06/2024","23.573,99",2026-06-18,2027-06-17,vigente,não,sim,2026-06-26T15:56:41
024-24,LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A,19877285000252,cnpj,Pregão,"Aquisição e atualização (upgrade) de licenças de produtos Microsoft integrantes da infraestrutura computacional da CLDF (Câmara Legislativa do Distrito Federal), com garantia e suporte técnico (SA - Software Assurance).",Jan Riella / Cleber Marcos De Toledo,Fernanda De Souza E Mello Ferreira De Araujo / Fabio Virgilio De Souza Neves,Thais Monteiro Predebon,"PSG nº 352, de 03/12/2025. DCL nº 268, de 05/12/2025","478.848,67",2024-06-18,2027-06-18,vigente,não,sim,2026-06-26T15:56:41
030-26,DETRONIX INDUSTRIA ELETRONICA LTDA,07404500000138,cnpj,Pregão,"Contratação para fornecimento, instalação, ativação, instrução técnica/operacional e assistência técnica de 02 (dois) Pórticos Detectores de Metais Fixos",Leandro Luiz Fernandes de Lacerda Messere,Jonatas Sena Teodoro,Felipe Vieira de Sá,"PSG nº 157, de 10/06/2026. DCL nº 117, de 11/06/2026.","62.673,94",2026-06-18,2027-06-18,vigente,não,não,2026-06-26T15:56:41
036-26,NUCTECH DO BRASIL LTDA,19892624000270,cnpj,Pregão,Aquisição de 2 (dois) escâneres para inspeção de segurança,Leandro Luiz Fernandes de Lacerda Messere,Jonatas Sena Teodoro,Felipe Vieira de Sá,"PSG nº 157, de 10/06/2026. DCL nº 117, de 11/06/2026.","321.000,00",2026-06-19,2027-06-19,vigente,não,não,2026-06-26T15:56:41
029-24,DOCS CONSULTORIA ESPECIALIZADA LTDA,50506800000157,cnpj,Dispensa,"Contratação de empresa especializada na prestação de serviços de emissão de certificados digitais sob demanda. Esses serviços são a renovação e emissão de certificados digitais do tipo e-CPF (A3) e e-CNPJ (A1 e A3), padrão ICP-Brasil, todos com a opção de uso de token, instalação em hardware ou em nuvem (em um dispositivo criptográfico HSM), com validade de até 36 meses.",,Yan Nunes Rangel Costa / Wesley Soares de Lima,,"PSG nº 244, de 31/10/2024, DCL nº 240, de 04/11/2024","4.813,00",2026-06-21,2027-06-20,vigente,não,sim,2026-06-26T15:56:41
043-26,NEO CONSULTORIA E ADMINISTRACAO DE BENEFICIOS LTDA,25165749000110,cnpj,Pregão,Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva da frota de veículos oficiais da Câmara Legislativa do Distrito Federal  CLDF,,Osmar Rodrigues da Silva / Marcos Vieira,,,"171.302,37",2026-06-25,2027-06-25,vigente,não,sim,2026-06-26T15:56:41
,SENADO FEDERAL/ILB,00530279000115,cnpj,Acordo de Cooperação,"Estabelecer cooperação técnico-científica e cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional.",José Antônio Correa Lages,Gerson André da Silva e Silva,,"PSG nº 108, de 16/08/22, DCL nº 167, de 17/08/22",,2022-08-04,2027-08-03,vigente,não,sim,2026-06-26T15:56:41
034-24,SHOW TECNOLOGIA DA INFORMACAO E COMERCIO DE EQUIPAMENTO DE INFORMATICA LTDA,09388567000151,cnpj,Pregão,"Manutenção do parque de microcomputadores desktops e notebooks da CLDF, com substituição de peças quando houver necessidade.",,Hugo Leite Florenco Maia / Marlon Fleury,,"PSG nº 179, de 07/08/2024, DCL nº 173, de 09/08/2024","104.209,20",2026-08-06,2027-08-05,vigente,não,sim,2026-06-26T15:56:41
ARP 018-25,DFLORES - FLORES E PLANTAS LTDA,29853493000194,cnpj,Ata de Registro de Preço,"Contratação de empresa especializada para prestação de serviço de ornamentação, para fornecimento de arranjos de flores e materiais de decoração correlatos",,Luciana Reis de Medeiros Guimarães / Ana Paula de Andrade Aguiar,,"PSG nº 225, de 20/08/2025, DCL nº 179, de 22/08/2025","154.600,00",2026-08-18,2027-08-17,vigente,não,sim,2026-06-26T15:56:41
ARP 020-25,HBL CARIMBOS E PLACAS INDUSTRIA E COMERCIO LTDA,72649361000174,cnpj,Pregão,Fornecimento de carimbos e produtos análogos para atender às necessidades da CLDF.,,Flavio Ito Silva / Claudiane Soares Nascimento,,"PSG nº. 230, de 03/09/2025, DCL nº. 190, de 05/09/2025","4.501,50",2026-08-29,2027-08-28,vigente,não,sim,2026-06-26T15:56:41
ACT 001-17,SECRETARIA DE ESTADO DA MULHER DO DF,00394601000126,cnpj,Acordo de Cooperação,"Estabelecer parceria, configurando o interesse mútuo entre a CLDF e a SEDESTMIDH, visando disciplinar ações conjuntas que assegurem a realização do Programa de Assistência a Mulheres em Situação de Vulnerabilidade Econômica.",Jose Gomes da Silva Neto,José Rodrigues Oliveira,,"PSG nº 129, de 12/05/23, DCL nº 102 de 16/05/23",,2022-08-30,2027-08-31,vigente,não,sim,2026-06-26T15:56:41
ACT 021-25,UNIVERSIDADE DE BRASÍLIA (UnB),00038174000143,cnpj,Acordo de Cooperação,Promover a interação entre a CLDF e a UNB e o compartilhamento dos trabalhos de iniciação científica desenvolvidos pelos estudantes,,Anderson Christian Pereira / Ana Daniela Rezende Pereira Neves,,"PSG nº 253, 18/09/2025, DCL nº 202, de 19/09/2025.","0,00",2025-09-08,2027-09-07,vigente,não,não,2026-06-26T15:56:41
036-26,FIPAI - FUNDACAO PARA O INCREMENTO DA PESQUISA E DO APERFEICOAMENTO INDUSTRIAL,47035662000160,cnpj,Inexigibilidade,"Contratação, por INEXIGIBILIDADE DE LICITAÇÃO, do Instituto para ministrar à servidora da CLDF o curso de especialização Lato Sensu MBA em Inteligência Artificial e Big Data  6ª edição, de longa duração, com 430 horas-aula, na modalidade online",,Alline Nunes Andrade / Thais de Oliveira Alcantara,,"PSG nº 132, de 26/05/2026, DCL nº 104, 28/05/2026.","25.695,00",2026-07-04,2027-10-04,vigente,não,sim,2026-06-26T15:56:41
ACT 022-25,DEFENSORIA PÚBLICA DO DISTRITO FEDERAL,,vazio,Acordo de Cooperação,"Cooperação entre a CLDF e a Defensoria Pública do Distrito Federal, visando ao desenvolvimento de ações conjuntas de educação em direitos sociais e de formação cidadã",João Marcelo Marques Cunha / Norberto Mocelin Júnior,,,"PSG nº 308, de 23/10/2025, DCL nº 236, de 27/10/2025",,2025-10-06,2027-10-05,vigente,não,não,2026-06-26T15:56:41
ACT 002-22,DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL - DETRAN,00475855000179,cnpj,Acordo de Cooperação,estabelecer a cooperação para que o DETRANDF disponibilize o acesso do sistema GETRAN-DF à Coordenadoria de Polícia Legislativa da Câmara Legislativa do Distrito Federal.,,,,,,2022-10-14,2027-10-13,vigente,não,não,2026-06-26T15:56:41
052-24,MICROSOFT INFORMATICA LTDA,60316817000103,cnpj,Inexigibilidade,"Contratação de suporte especializado Microsoft Unified, contemplando Unified Enterprise Support, Enhanced Designated Engineering Platforms - EDEP, Gerenciamento de prestação de serviços - CSAM e, em caso de necessidade, Cybersecurity Incident Response  CIR (serviço opcional), pelo período de 36 meses, conforme Termo de Referência (SEI 1822725).",Jan Riella / Cleber Marcos De Toledo,Fernanda De Souza E Mello Ferreira De Araujo / Paulo Jorge Lino Silva Júnior,Thais Monteiro Predebon,"PSG n. 359 de 09/12/2025, DCL n. 273, de 10/12/2025.","1.905.510,44",2024-10-30,2027-10-29,vigente,não,sim,2026-06-26T15:56:41
028-22,EMPRESA BRASIL DE COMUNICAÇÃO S/A - EBC,09168704000142,cnpj,Dispensa,Distribuição da publicidade legal impressa e/ou eletrônica de interesse da CLDF,Cíntia Nani Araújo Cruz / Sebastiao Gazolla Costa Junior,,,"PSG nº 53, de 03/03/26, DCL nº 42, de 05/03/26","200.000,00",2022-11-01,2027-10-31,vigente,não,sim,2026-06-26T15:56:41
059-24,NCT INFORMATICA LTDA,03017428000135,cnpj,Pregão,"Aquisição de Infraestrutura de Rede de Computação com garantia e suporte técnico pelo período de 36 (trinta e seis) meses, para compor a rede de processamento de dados da CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência (SEI 1790836)  LOTE (GRUPO) 02 - Anexo I do Edital",Paulo Jorge Lino Silva Junior,Paulo André Valadão de Brito,Jan Riella / Thais Predebon Cardoso,"PSG nº 143, de 26/05/2026, DCL nº 104, de 28/05/2026","2.473.552,00",2024-11-01,2027-10-31,vigente,não,sim,2026-06-26T15:56:41
,CENTRO UNIVERSITARIO DE BRASÍLIA - UniCEUB,00059857000187,cnpj,Acordo de Cooperação,"Desenvolvimento de atividades acadêmicas, formativas e institucionais de interesse comum, incluindo o apoio técnico-pedagógico ao concurso de redação o lugar que eu vivo e o futuro que quero.",,,,,"0,00",2025-11-13,2027-11-12,vigente,não,sim,2026-06-26T15:56:41
081-24,BRASOFTWARE INFORMATICA LTDA,57142978000105,cnpj,Pregão,"Contratação de serviço de subscrição de plataforma integrada de desenvolvimento colaborativo em nuvem, Microsoft Azure DevOps Services, com pagamento mensal sob demanda após consumo, pelo período de 36 meses e capacitação.",Ronie Paulucio Porfirio / Rodrigo Fonseca Borges,Ranieri Dantas Severiano / Ana Clélia Milhomem Ramos,Emanoel Wercelens Pinheiro / Ludimilla Costa Silva Alves,"PSG n. 160, de 09/06/2026, DCL n. 114, de 10/06/2026.","328.163,04",2024-11-18,2027-11-17,vigente,não,sim,2026-06-26T15:56:41
38-22,SECRETARIA DE ESTADO DE COMUNICAÇÃO; ARQUIVO PÚBLICO DO DISTRITO FEDERAL; SECRETARIA DE ESTADO DO ESPORTE E LAZER DO DISTRITO FEDERAL; SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL; SERVIÇO DE LIMPEZA URBANA - SLU; SECRETARIA DE ESTADO DE TURISMO DO DISTRITO FEDERAL; SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL,,multiplos_no_campo,Acordo de Cooperação,"O estudo, o compartilhamento e a parceria para a promoção, a produção e a veiculação de material audiovisual em ações de interesse mútuo entre a CLDF, por meio da TV CÂMARA DISTRITAL, e os demais partícipes.",Flavio Correa Ferreira/Andrea Heloiza Goulart,Julia Koslovski Branco Figueiredo de Lima/Nathaly Rodrigues Da Costa,,"PSG Nº 74, de 28/03/23, DCL Nº 72, de 30/03/23",,2022-11-22,2027-11-21,vigente,não,não,2026-06-26T15:56:41
,BANCO DO BRASIL S/A,,nao_verifica,Convênio,"Estabelecer condições gerais e critérios a serem observados na concessão de empréstimos e/ou financiamentos com pagamento mediante consignação em folha de pagamento, aos servidores, aposentados e/ou pensionistas tomadores de empréstimos e/ou financiamentos vinculados à CONVENENTE, que tenham contrato de trabalho/vínculo estatutário formalizado e vigente com a CONVENENTE.",SEPAG,,,,,2022-11-29,2027-11-28,vigente,não,não,2026-06-26T15:56:41
,DEFENSORIA PÚBLICA DO DISTRITO FEDERAL - DPDF,,vazio,Convênio,A DPDF disponibilizou 1 Defensor para responder pelo Núcleo de Atendimento Jurídico ao Cidadão (vinculado diretamente à Presidência da CLDF),,Kalincka de Gramont Freitas / Yan Nunes Rangel Costa,,"PSG n. 58 de 09/03/2023, DCL n. 57, de 14/03/2023",,2022-12-14,2027-12-13,vigente,não,não,2026-06-26T15:56:41
031-22,GOVERNO DO DISTRITO FEDERAL - GDF,09639459000104,cnpj,Inexigibilidade,"Publicações de atos oficiais e demais matérias de interesse da CONTRATANTE, cuja publicidade se faça necessária, conforme estabelecido no Decreto nº 37.256, de 15 de abril de 2016, publicado no DODF nº 9, Seção 1, de 15 de abril de 2016, Edição Extra, alterações posteriores e demais cominações legais.",,Gustavo Trindade Oliveira / Bárbara de Carvalho Gomes,,"PSG nº 27, de 23/01/2022. DCL nº 23, de 25/01/23","900.000,00",2023-01-01,2027-12-31,vigente,não,não,2026-06-26T15:56:41
036-25,BRAZ & BRAZ S.A,,nao_verifica,Pregão,"Prestação de serviços de locação de veículos automotores 0 Km (Zero Quilômetro), incluindo a manutenção preventiva e corretiva, sem motorista, sem fornecimento de combustível, com seguro total sem repasse de franquia, pelo período de 30 (trinta) meses",Jose Gomes da Silva Neto / Osmar Rodrigues da Silva,Wesley Soares de Lima / Nilson Waldemar da Silva,,"PSG nº 239, de 10/09/2025, DCL nº 198, 15/09/2025.","2.066.400,00",2025-09-08,2028-03-07,vigente,não,não,2026-06-26T15:56:41
006-23,BRASOFTWARE INFORMÁTICA LTDA,57142978000105,cnpj,Pregão,Aquisição de licenças para sistema de manutenção/intervenção remota em computadores (SCCM/CALs - aquisição de licenças de software do fabricante Microsoft).,Paulo Roberto Alves Gonzaga,Ricardo Campos Silva,,"PSG n. 85, de 03/04/2023, DCL n. 140, de 03/07/2023","274.733,78",2026-03-16,2028-03-15,vigente,não,sim,2026-06-26T15:56:41
016-26,"INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA IDP - LTDA",02474172000122,cnpj,Inexigibilidade,"Curso de pós-graduação stricto sensu, Mestrado em Comunicação Digital, de longa duração, com 576 horas-aulas, na modalidade híbrida, com previsão de realização de fevereiro de 2026 a dezembro de 2027",,Antônia Laís Oliveira Da Silva / Frederico Coelho Krause,,"PSG n. 92 de 31/03/2026, DCL nº 63 de 06/04/2026.","76.976,00",2026-03-24,2028-03-24,vigente,não,sim,2026-06-26T15:56:41
ACT 002-23,Agência Reguladora de Águas e Saneamento do Distrito Federal - ADASA,00720722000110,cnpj,Acordo de Cooperação,"Promoção, produção e veiculação de material audiovisual em ações de interesse mútuo entre a CÂMARA LEGISLATIVA DO DISTRITO FEDERAL, por meio da TV CÂMARA DISTRITAL, e a Agência Reguladora de Águas e Saneamento do Distrito Federal - ADASA.",Flavio Correa Ferreira / Andrea Heloiza Goulart,Julia Koslovski Branco F L / Felipe Machado Porto,,"PSG n. 95 de 14/04/2023, DCL nº 83 de 18/04/2023",,2023-03-30,2028-03-29,vigente,não,não,2026-06-26T15:56:41
022-26,"NSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA IDP - LTDA",02474172000122,cnpj,Inexigibilidade,"Contratação direta, por inexigibilidade de licitação, da instituição INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA IDP - LTDA (CNPJ 02.474.172/0001-22), para ministrar o curso de Pós-Graduação em DIREITO LEGISLATIVO, na modalidade a distância (online)",,Frederico Coelho Krause / Thaís de Oliveira Alcantara,,"PSG n. 103 de 13/04/2026, DCL nº 70 de 15/04/2026.","21.367,20",2026-04-10,2028-04-10,vigente,não,sim,2026-06-26T15:56:41
010-23,ALGAR TELECOM S/A,71208516000174,cnpj,Pregão,"Prestação do Serviço Telefônico Fixo Comutado - STFC, para ligações telefônicas originadas no Distrito Federal, na modalidade LOCAL, LDN, MÓVEL LOCAL, MÓVEL LDN e LDI, visando atender às necessidades da CLDF",,Gustavo Trindade Oliveira / Bárbara de Carvalho Gomes,,"PSG n. 138 de 12/05/2023, DCL nº 103 de 17/05/2023","80.089,26",2023-04-26,2028-04-25,vigente,não,sim,2026-06-26T15:56:41
ACT 005-23,DEFENSORIA PÚBLICA DO DISTRITO FEDERAL (DPDF),,vazio,Acordo de Cooperação,"Promoção, produção e veiculação de material audiovisual em ações de interesse mútuo entre a CLDF, por meio da TV CÂMARA DISTRITAL e a DEFENSORIA PÚBLICA DO DISTRITO FEDERAL - DPDF.",Flavio Correa Ferreira / Andrea Heloiza Goulart,Julia Koslovski Branco Figueiredo de Lima/ Felipe Machado Porto,,"PSG n. 175 de 07/07/2023, DCL n. 147, de 11/07/2023",,2023-06-23,2028-06-22,vigente,não,não,2026-06-26T15:56:41
